pdf_filename,article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_types,key_red_flags,recommended_sar_focus,why_it_matters_for_usaa
FinCEN-Advisory-CMLN-508.pdf,FinCEN-Advisory-CMLN-508.pdf,FIN-2025-A003,Advisory,FinCEN Advisory FIN-2025-A003,08/28/2025,"FinCEN Advisory FIN-2025-A003 urges financial institutions to be vigilant in identifying and reporting suspicious transactions linked to Chinese Money Laundering Networks (CMLNs) operating for Mexico-based Transnational Criminal Organizations (TCOs), including the Jalisco New Generation Cartel (CJNG), Sinaloa Cartel, and Gulf Cartel. These CMLNs play a vital and effective role in laundering illicit drug proceeds, and the named cartels have been designated as Foreign Terrorist Organizations (FTOs) and Specially Designated Global Terrorists (SDGTs).",Money Laundering | Terrorist Financing,,"SAR narratives should specifically mention ""FinCEN Advisory FIN-2025-A003,"" ""Chinese Money Laundering Networks (CMLNs),"" and specific TCOs like the ""Jalisco New Generation Cartel (CJNG),"" ""Sinaloa Cartel,"" or ""Gulf Cartel"" when applicable. | Pay attention to transactions involving Chinese nationals, particularly ""Chinese students studying at U.S. universities,"" who may be recruited as money mules, money brokers, or cash couriers.","This advisory significantly impacts USAA by highlighting a critical money laundering and terrorist financing threat. USAA should enhance its transaction monitoring systems to detect patterns associated with CMLNs and their facilitators, especially those involving Chinese nationals and students, who are identified as potential money mules. Risk assessments must be updated to reflect the explicit FTO/SDGT designations for these cartels, potentially impacting customer due diligence and enhanced due diligence processes. Additionally, AML and fraud investigation teams require specific training on the typologies of CMLNs, their connection to major Mexican cartels, and the implications of their FTO/SDGT status for sanctions and counter-terrorism financing efforts."
FinCEN-Advisory-Illicit-Oil-Smuggling-508.pdf,FinCEN-Advisory-Illicit-Oil-Smuggling-508.pdf,FIN-2025-A002,Advisory,FinCEN Advisory FIN-2025-A002,06/06/2025,"FinCEN is issuing this Advisory to help U.S. financial institutions identify and report potential sanctions evasion and other suspicious activity linked to Iran, specifically focusing on illicit oil smuggling, 'shadow banking' networks, and weapons procurement. This supports the U.S. maximum pressure campaign against Iran. FinCEN requests institutions include 'IRAN-2025-A002' in SAR field 2 and the narrative for relevant filings.",Sanctions Evasion | Terrorist Financing,"Transactions involving the illicit use of oil smuggling vessels, particularly a 'shadow fleet' of old or poorly maintained vessels. | Activity linked to 'shadow banking' networks, including exchange houses, trading companies, or front companies used as financial intermediaries to move/settle funds. | Transactions involving Iranian entities like MODAFL, IRGC-QF, or known terrorist proxies such as Hamas, Hizballah, Houthis, or PIJ. | Use of front companies in third-country jurisdictions, often exploiting free trade zones, to obscure Iranian involvement and layer transactions. | Reliance on brokers and multi-jurisdictional shipping facilitators to obscure Iranian oil sales and weapons procurement.","Reference this Advisory in SAR field 2 ('Filing Institution Note to FinCEN') and the narrative by including the key term 'IRAN-2025-A002.' | Pay attention to international wire transfers, trade finance transactions, and correspondent banking activities involving third-country jurisdictions, especially those with free trade zones, for potential links to illicit oil sales, 'shadow banking' networks, or known Iranian entities/proxies.","This advisory is critical for USAA due to its direct relevance to the security of U.S. military personnel, a significant portion of USAA's customer base, given Iran's funding of terrorist activities and attacks against military targets. USAA must enhance its AML/CFT and sanctions screening programs to identify the specific typologies outlined, such as 'shadow banking' networks, front companies, and illicit oil smuggling. This will require updating risk assessments, refining transaction monitoring rules, and providing specialized training to AML and fraud teams to recognize these new red flags, thereby protecting both the financial system and USAA's members from severe geopolitical threats."
FinCEN-Advisory-Iran-Backed-TF-508C.pdf,FinCEN-Advisory-Iran-Backed-TF-508C.pdf,FIN-2024-A001,Advisory,FinCEN Advisory FIN-2024-A001,05/08/2024,"FinCEN urges financial institutions to heighten vigilance regarding the financing of Iran-backed terrorist organizations, including Hamas, the Houthis, and Hizballah, due to intensified activity in the Middle East. The advisory aims to help institutions detect illicit transactions, highlighting Iran's role in supporting these groups. FinCEN specifically requests institutions to use a unique keyword and SAR field when reporting related suspicious activity.",Terrorist Financing | Sanctions Evasion,,Reference this advisory in SAR field 2 ('Filing Institution Note to FinCEN') and the narrative by including the key term 'IRANTF-2024-A001'. | Select SAR field 33(a) ('Terrorist Financing-Known or suspected terrorist/terrorist organization').,"This advisory necessitates that USAA’s fraud and AML teams enhance their monitoring for activities linked to Iran-backed terrorist financing, even if indirect. USAA should review and potentially adjust its transaction monitoring rules to identify unusual international transactions or patterns that might indicate support for these designated groups. Risk assessments, particularly for customers with international ties or those engaged in money transfers, should be updated to reflect this heightened threat. Furthermore, investigators must be trained on the specific SAR filing requirements, including the keyword 'IRANTF-2024-A001' and selecting SAR field 33(a), to ensure proper reporting of any suspicious activity related to this advisory."
FinCEN-Advisory-ISIS-508C.pdf,FinCEN-Advisory-ISIS-508C.pdf,FIN-2025-A001,Advisory,FinCEN Advisory FIN-2025-A001,04/01/2025,"FinCEN Advisory FIN-2025-A001 assists financial institutions in identifying and reporting suspicious activity related to the financing of the Islamic State of Iraq and Syria (ISIS) and its global affiliates, which remain a significant and decentralized terrorist financing threat. FinCEN specifically requests institutions reference this Advisory in SARs related to ISIS financing.",terrorist_financing | money_laundering,,"Include the key term “ISIS-2025-A001” in SAR field 2 (Filing Institution Note to FinCEN) and the narrative. | Select SAR field 33(a) (Terrorist Financing-Known or suspected terrorist/terrorist organization). | Pay attention to transactions involving geographic areas where ISIS affiliates operate, particularly Africa (Somalia, Libya, West Africa, the Sahel, Democratic Republic of the Congo, Mozambique), the Middle East, Central Asia, South Asia, and Southeast Asia.","For a large US retail FI like USAA, this advisory necessitates updating monitoring priorities to specifically target ISIS and its global affiliates, reflecting its decentralized and evolving threat profile. Given USAA's customer base, there may be a nexus to military personnel with deployments or familial ties to affected regions (e.g., Iraq, Syria, parts of Africa, Middle East, Asia), or a need to identify homegrown violent extremists. It requires strict adherence to the new SAR filing instructions, including the specific key term and field selection, and demands that risk assessments be updated to reflect the heightened and geographically diverse terrorist financing risks posed by ISIS. Investigator training must be reinforced on these specific typologies, geographic focus, and reporting requirements."
FinCEN-Supplemental-Advisory-on-Fentanyl-508C.pdf,FinCEN-Supplemental-Advisory-on-Fentanyl-508C.pdf,FIN-2024-A002,Advisory,FinCEN Advisory FIN-2024-A002,06/20/2024,"FinCEN's supplemental advisory FIN-2024-A002 highlights new trends in the illicit fentanyl supply chain, specifically focusing on Mexico-based Transnational Criminal Organizations (TCOs) purchasing fentanyl precursor chemicals and manufacturing equipment primarily from companies in the People's Republic of China (PRC). It urges U.S. financial institutions to increase vigilance in identifying and reporting related suspicious activity to combat the ongoing fentanyl epidemic.",Money Laundering | Drug Trafficking,,"SAR narratives should detail financial activity related to the purchase of fentanyl precursor chemicals and manufacturing equipment, noting specific transaction details. | Pay attention to financial flows involving Mexico-based TCOs and PRC-based suppliers, as well as transactions routed through third-party jurisdictions, including the United States.","For a large U.S. financial institution like USAA, this advisory necessitates updating institutional risk assessments to reflect the evolving fentanyl supply chain, with a heightened focus on transactions involving PRC-based chemical suppliers and Mexico-based entities. Monitoring systems should be enhanced to identify financial flows related to the purchase of fentanyl precursor chemicals and manufacturing equipment, considering international wire transfers, trade finance, and potential domestic routing. Investigator training must incorporate these new typologies and the critical role of detailed SAR narratives in supporting law enforcement efforts against this national security and public health threat, including awareness of entities sanctioned under E.O. 14059."
guidance_fi_increasing_mlt_iranian.pdf,guidance_fi_increasing_mlt_iranian.pdf,FIN-2007-A001,Advisory,FinCEN Advisory – FIN-2007-A001,10/01/2007,"FinCEN Advisory FIN-2007-A001 warns U.S. financial institutions about increasing money laundering, terrorist financing, and weapons of mass destruction proliferation financing threats related to illicit Iranian activity. This stems from the Financial Action Task Force's (FATF) identification of Iran's significant AML/CFT regime deficiencies and United Nations Security Council Resolutions (UNSCRs) 1737 and 1747. FinCEN urges institutions to guard against these threats by applying enhanced due diligence to customers and transactions associated with Iran, especially those potentially linked to prohibited proliferation activities.",Money Laundering | Terrorist Financing | WMD Proliferation Financing,"Use of deceptive practices involving shell companies or other intermediaries. | Requests for identifying information to be removed from transactions. | Activities originating in Iran or Iranian free trade zones (e.g., Kish Island). | Activities originating outside Iran at the request of Iranian-controlled entities. | Customers and transactions associated with Iran, requiring enhanced scrutiny due to FATF concerns and UNSCRs.","SAR narratives should detail the deceptive practices and any links to Iran, Iranian-controlled entities, or Iranian free trade zones, especially if WMD proliferation financing is suspected. | Enhanced scrutiny and potential SAR filing for high-risk customers and transactions associated with Iran, particularly those that may involve technical/financial assistance, investment, brokering, or transfer of resources/services related to prohibited nuclear items/activities under UNSCR 1737. | Attention to compliance with existing OFAC sanctions related to the Government of Iran and linked entities.","This advisory would have significantly impacted USAA's risk posture and compliance efforts at the time. It would have required USAA to implement enhanced due diligence (EDD) procedures for customers identified with direct or indirect ties to Iran, update its geographic risk assessments to categorize Iran as a high-risk jurisdiction, and ensure monitoring systems were calibrated to detect the specified red flags like shell companies or requests to strip identifying information. For AML investigators and FIU analysts, this would have necessitated specific training on identifying Iran-related proliferation financing typologies and OFAC sanctions, while fraud strategy leaders would have focused on integrating these risks into customer onboarding, transaction monitoring rules, and overall compliance strategy to prevent illicit financial flows."
Iran%20Advisory%20FINAL%20508.pdf,Iran%20Advisory%20FINAL%20508.pdf,FIN-2018-A006,Advisory,FinCEN Advisory FIN-2018-A006,10/11/2018,"FinCEN Advisory FIN-2018-A006 warns U.S. financial institutions about the Iranian regime’s illicit activities and exploitation of the financial system, including support for terrorist groups. It provides typologies and red flags to help detect these activities, especially following the re-imposition of U.S. sanctions. The advisory also reminds institutions of their regulatory obligations under the BSA and CISADA.",terrorist_financing | money_laundering | sanctions_evasion,"Misusing banks, exchange houses, or regional financial institutions as intermediaries. | Operating procurement networks that utilize front or shell companies. | Exploiting commercial shipping for illicit transactions. | Masking illicit transactions using senior Iranian officials, including those at the Central Bank of Iran (CBI). | Transactions involving precious metals or virtual currencies potentially used to evade sanctions. | Transactions involving individuals or entities designated by OFAC, such as Valiollah Seif, Ali Tarzali, or al-Bilad Islamic Bank.","SAR narratives should specifically reference an ""Iranian nexus"" and link suspicious activity to the typologies and red flags outlined in this advisory. | Pay particular attention to transactions involving Money Services Businesses (MSBs), including virtual currency administrators and exchangers, and dealers in precious metals, stones, and jewels. | Scrutinize transactions involving shell companies, commercial shipping, or known Iranian officials/entities (e.g., CBI, IRGC-QF, Hizballah, Hamas). | Monitor for the use of regional financial institutions acting as intermediaries to conceal illicit transactions for Iranian entities.","For a large US retail financial institution like USAA, this advisory mandates a re-evaluation of monitoring priorities, risk assessments, and investigator training, particularly for sanctions evasion, terrorist financing, and money laundering risks associated with Iran. USAA must enhance its detection capabilities for customers with any connection to Iran, especially those utilizing shell companies, engaging in commercial shipping, or dealing with virtual currencies or precious metals. Training for AML investigators and FIU analysts should cover the identified red flags and typologies, including the role of the CBI and IRGC-QF, and the use of intermediaries. Fraud strategy leaders must ensure compliance with BSA and CISADA, adapting strategies to account for the heightened risk environment around Iranian illicit finance."
Nicaragua_Advisory_FINAL_508_0.pdf,Nicaragua_Advisory_FINAL_508_0.pdf,FIN-2018-A005,Advisory,FinCEN Advisory FIN-2018-A005,10/04/2018,"FinCEN is alerting financial institutions to the increasing risk that proceeds of political corruption from Nicaragua, particularly from senior foreign political figures connected to the Ortega regime, may enter or traverse the U.S. financial system. Institutions are asked to file Suspicious Activity Reports (SARs) when identifying potential misuse of Nicaraguan public funds or proceeds of political corruption associated with these individuals.",money_laundering | corruption_bribery,Transactions involving senior members of the Ortega regime or those acting for or on their behalf. | Potential misuse of Nicaraguan public funds. | Proceeds of political corruption associated with senior foreign political figures connected to the Ortega regime.,"SAR narratives should detail potential misuse of Nicaraguan public funds or proceeds of political corruption linked to senior Ortega regime figures. | Pay attention to transactions (e.g., asset movements out of Nicaragua or elsewhere) involving designated individuals under Global Magnitsky sanctions (e.g., Roberto Jose Rivas Reyes, Francisco Javier Diaz Madriz, Fidel Antonio Moreno Briones, Jose Francisco Lopez Centeno) or their associates, including those connected to entities like ALBA de Nicaragua (ALBANISA) and Petronic.","For a large US financial institution like USAA, this advisory highlights the need for enhanced due diligence and monitoring of Politically Exposed Persons (PEPs) with ties to Nicaragua, particularly those connected to the Ortega regime. It mandates updating fraud strategy and AML monitoring rules to detect international wire transfers, large asset movements, or account openings that could be linked to the misuse of public funds or corruption proceeds from Nicaragua. Investigator training should incorporate awareness of Global Magnitsky sanctions and named individuals. While cautioning against restricting legitimate transactions, USAA must ensure its risk assessments adequately reflect Nicaragua as a higher-risk jurisdiction for corruption and money laundering, impacting customer risk scoring and international transaction screening processes to mitigate exposure to these illicit financial flows."
PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,FIN-2018-A003,Advisory,FinCEN Advisory FIN-2018-A003,06/12/2018,"FinCEN's advisory highlights the critical connection between corrupt senior foreign political figures, their financial facilitators, and human rights abuses. It warns U.S. financial institutions about methods used by these actors to access the U.S. financial system, obscure, and further their illicit activities. FinCEN reminds institutions of their due diligence and suspicious activity report (SAR) filing obligations related to these risks.",Corruption | Human Rights Abuses,,"SAR narratives should explicitly identify suspicious activities related to corrupt senior foreign political figures and their financial facilitators, noting their role in enabling human rights abuses or other illicit activities. | Pay particular attention to counterparties identified as senior foreign political figures, their immediate family members, close associates, or entities formed for their benefit, and any financial facilitators acting on their behalf, especially concerning transactions involving the movement or hiding of illicit proceeds or sanctions evasion.","This advisory reinforces the importance of robust Know Your Customer (KYC) and enhanced due diligence (EDD) programs for Politically Exposed Persons (PEPs) at USAA. Given USAA's member base includes military families who may have international connections, there is an inherent risk of encountering immediate family members or close associates of senior foreign political figures. USAA should ensure its monitoring systems and investigator training programs are equipped to identify financial facilitators attempting to move or hide illicit proceeds and evade sanctions on behalf of corrupt foreign figures, especially from jurisdictions identified by OFAC as high-risk for corruption and human rights abuses, such as Venezuela, South Sudan, Iran, Russia, and others mentioned."
Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,FIN-2017-A003,Advisory,FinCEN Advisory - FIN-2017-A003,08/22/2017,"FinCEN's Advisory FIN-2017-A003 informs financial institutions and the real estate industry about money laundering risks in real estate transactions. It highlights how luxury property purchases, especially when conducted with cash through shell companies, are exploited by criminals to hide illicit profits and identities. FinCEN encourages both mandatory and voluntary reporters to be vigilant for these specific risks when identifying and reporting suspicious transactions.",Money Laundering | Corruption,"Luxury property purchased through shell companies, especially when conducted with all cash and no financing. | Use of opaque entities (e.g., LLCs, legal entities) to shield identities, limiting transparency. | High-value real estate transactions involving complex or diverse processes. | Transactions avoiding traditional anti-money laundering measures adopted by lending financial institutions due to lack of financing.","SAR narratives should detail observed money laundering risks in real estate, specifically mentioning all-cash purchases of luxury property through shell companies or other opaque legal entities. | Pay attention to large, unusual cash deposits, transfers, or wires associated with real estate purchases by individuals or entities, particularly for high-value residential or commercial properties. | Focus on customer accounts where the beneficial ownership of entities involved in real estate transactions is unclear or intentionally obscured.","This advisory directly impacts USAA by highlighting a critical money laundering vulnerability in the real estate sector, which can involve its members and their financial activity. It necessitates that USAA enhances its monitoring for unusual cash flows, large deposits, or transfers, especially those tied to high-value real estate transactions or purchases made by complex entities, which could be indicative of shell companies. USAA's risk assessments should incorporate real estate transactions, particularly all-cash and luxury purchases, as a higher-risk area for money laundering. Furthermore, investigator training should specifically cover these typologies – all-cash luxury real estate, the use of opaque legal entities, and the potential predicate offense of corruption – to ensure analysts can effectively identify and report suspicious activity that might involve member accounts or property-related financial products."
South%20Sudan%20Advisory_09-06-2017_0.pdf,South%20Sudan%20Advisory_09-06-2017_0.pdf,FIN-2017-A004,Advisory,FinCEN Advisory FIN-2017-A004,09/06/2017,FinCEN is alerting U.S. financial institutions about potential abuse of the U.S. financial system by South Sudanese senior political figures to move and hide public corruption proceeds. The advisory reminds institutions of their due diligence and SAR filing obligations for such senior foreign political figures and highlights related sanctions. The goal is to protect the U.S. financial system from laundering the proceeds of this corruption.,Money Laundering | Corruption & Bribery,"Senior South Sudanese political or military officials or their close associates using shell companies to obscure beneficial ownership and control. | Misappropriation of public funds, particularly outside approved budgets, for personal enrichment. | Steering government contracts, especially in the natural resource (oil and gas) sector or military procurement, to businesses with beneficial ownership by officials, family, or associates. | Funds moved to accounts outside South Sudan, then used to purchase real estate in third countries. | Corruption in military payrolls, including siphoning civilian budgets, procuring arms, or the use of 'ghost soldiers' to divert funds.","SAR narratives should specifically reference FinCEN Advisory FIN-2017-A004 when reporting suspicious activities involving South Sudanese senior political figures, military officials, or their networks. | Pay close attention to transactions involving Politically Exposed Persons (PEPs) from South Sudan, their family members, and close associates, especially those tied to shell companies, the oil and gas sector, military procurement, and real estate purchases in third countries.","This advisory directly impacts USAA by highlighting specific high-risk individuals and typologies related to South Sudanese political corruption. For USAA, it mandates enhanced due diligence for any customers identified as South Sudanese PEPs or their associated entities. Monitoring priorities should be updated to look for transactions involving shell companies, unusual real estate purchases, or significant funds transfers by such individuals or their networks, especially if linked to government contracts, the natural resource sector, or military procurement. This intelligence also provides crucial context for existing OFAC sanctions screening and helps improve investigator training on a specific geographic and corruption-related money laundering scheme."
Updated%20BEC%20Advisory%20FINAL%20508.pdf,Updated%20BEC%20Advisory%20FINAL%20508.pdf,FIN-2019-A005,Advisory,FinCEN Advisory FIN-2019-A005,07/16/2019,"This FinCEN advisory updates previous guidance on Business Email Compromise (BEC) fraud schemes, highlighting predominant trends, key targeted sectors, entities (including non-businesses), and vulnerable business processes. It aims to help financial institutions detect, prevent, and report BEC fraud and associated money laundering, as well as recognize and guard against increasing email compromise fraud and consider their own or their customers’ potential vulnerability. The advisory also emphasizes information sharing about subjects and accounts involved in these schemes.",business email compromise | email compromise fraud | money laundering,,"Enhanced detection and reporting of BEC fraud and associated money laundering activity, noting the specific trends, targeted sectors, entities (including non-businesses), and vulnerable business processes. | Focus monitoring on payment authorization and communication channels, given their vulnerability to email compromise fraud. | Utilize SARs to facilitate information sharing about subjects and accounts affiliated with email compromise schemes to identify broader risks of fraudulent transactions, money laundering, and related crimes.","This advisory is crucial for USAA given its diverse customer base, including both business and individual members. It underscores the continued and evolving threat of BEC schemes, particularly the emphasis on 'non-business entities' and 'vulnerable business processes,' which directly impacts both retail and business customers. USAA should prioritize updating its fraud detection strategies, refining monitoring rules to identify the new trends highlighted, and ensuring investigator training covers the updated operational definitions and typologies. Furthermore, the advisory reinforces the importance of internal and external information sharing to proactively combat these rising fraud and money laundering schemes affecting its members."
Venezuela%20Advisory%20FINAL%20508.pdf,Venezuela%20Advisory%20FINAL%20508.pdf,FIN-2019-A002,Advisory,FinCEN Advisory FIN-2019-A002,05/03/2019,"FinCEN Advisory FIN-2019-A002 updates previous guidance on widespread public corruption in Venezuela under the illegitimate Maduro regime. It alerts financial institutions to evolving methods used by corrupt Venezuelan senior political figures to move and hide illicit proceeds. FinCEN requests institutions identify and report suspicious activity indicative of this corruption, particularly concerning Venezuelan government contracts and high-value asset purchases.",Public Corruption | Money Laundering | Sanctions Evasion,"Abuse of Venezuelan government contracts, especially overvalued or no-bid contracts, or payments from non-official Venezuelan government accounts located outside Venezuela. | Transactions for the purchase of high-value assets (e.g., aircraft, real estate) by Venezuelan senior political figures or their associates. | Exploiting a Venezuelan government-administered food program through over-invoicing trade-based money laundering (TBML) schemes. | Use of front companies, non-dollar denominated accounts, or nested accounts to layer and obfuscate financial transactions. | Attempts to use digital assets, specifically digital currency, to evade sanctions and AML/CFT controls related to the Maduro regime.","SAR narratives should reference FIN-2019-A002 and specifically describe connections to the illegitimate Maduro regime, corrupt Venezuelan senior political figures, or Venezuelan State-Owned Enterprises (SOEs) when reporting suspicious activity. | Focus monitoring on private and correspondent banking relationships, and transactions involving Venezuelan nationals, businesses, or SOEs, particularly for activities related to government contracts or high-value asset purchases.","This advisory is critical for USAA to update its risk management framework concerning Venezuela. It mandates a heightened awareness of public corruption risks tied to the illegitimate Maduro regime, influencing USAA's country risk assessments and customer due diligence for Venezuelan nationals, businesses, and SOEs. Investigator training should incorporate the updated typologies, including over-invoicing TBML, digital asset use for sanctions evasion, and the abuse of government contracts. Monitoring rules and SAR filing strategies will need to be refined to specifically identify and report the detailed red flags, such as high-value asset purchases or complex layering schemes, differentiating between legitimate transactions and those linked to corrupt Venezuelan senior political figures or their associates, particularly within correspondent and private banking channels."
Alert-FinCEN-Scams-FINAL508.pdf,Alert-FinCEN-Scams-FINAL508.pdf,FIN-2024-ALERT005,Alert,,,"FinCEN has issued an alert regarding fraud schemes exploiting its name, insignia, and authorities for financial gain. These scams include the misuse of beneficial ownership information (BOI) reporting and Money Services Business (MSB) registration tools, as well as impersonation of FinCEN employees. FinCEN requests financial institutions to report related suspicious activity using specific SAR terms and to urge customers to be vigilant against these government imposter scams.",FinCEN Imposter Scams | Government Imposter Scams | BOI Scams | MSB Scams,"Any solicitation for money or personal information abusing FinCEN’s name, insignia, or authorities. | Individuals or entities impersonating FinCEN employees. | Fraudulent claims or requests related to Beneficial Ownership Information (BOI) reporting. | Misuse or exploitation of FinCEN’s Money Services Business (MSB) registration tools.","Include the key term “FIN-2024-FINCENSCAMS” in SAR field 2 (Filing Institution Note to FinCEN) and the narrative. | Select SAR field 34(z) (Fraud – Other) and specify “BOI Scam,” “MSB Scam,” and/or “FinCEN Imposter Scam” in the text box. | Pay attention to customer inquiries or transactions related to BOI reporting, MSB registration, or demands for payments/information falsely attributed to FinCEN.","As a large US retail financial institution serving a diverse customer base, including those potentially vulnerable to authority-based scams, USAA must proactively address this alert. The institution should update fraud awareness training for employees and develop targeted customer education campaigns, especially concerning BOI reporting and government imposter schemes, to prevent financial losses and protect personal information. Monitoring strategies need to be enhanced to identify suspicious transactions or inquiries that align with these specific FinCEN-related fraud typologies, particularly those involving requests for funds or sensitive data under false pretenses of regulatory compliance or enforcement."
BCS-Alert-FINAL-508C.pdf,BCS-Alert-FINAL-508C.pdf,FIN-2025-ALERT001,Alert,,,"FinCEN is alerting financial institutions to bulk cash smuggling and repatriation schemes employed by Mexico-based Transnational Criminal Organizations (TCOs). These TCOs launder illicit proceeds, often from drug and human trafficking, by moving cash from the U.S. to Mexico and then repatriating it into the U.S. financial system, frequently using Mexico-based businesses and armored car services. Institutions are urged to be vigilant in identifying and reporting transactions related to this typology.",Money Laundering | Bulk Cash Smuggling,"Repatriation of bulk cash into the U.S. via foreign and domestic armored car services (ACSs) and air transport. | Deposits by ACS into U.S. financial institutions (depository or MSB) into accounts owned by Mexico-based businesses. | Circuitous cross-border flow of money, often involving several geographically distant stops and banking processes.",Reference the alert in SAR field 2 (Filing Institution Note to FinCEN) and the narrative using the key term “FIN-2025-BULKCASH”. | Select SAR field 36(z) (Money Laundering – Other) and include the term “BULKCASH” in the text box. | Pay attention to armored car services (ACSs) and transactions involving depository institutions or money services businesses (MSBs) with a nexus to Mexico-based entities.,"As a large U.S. financial institution, USAA is a potential target for TCOs looking to repatriate illicit funds. This alert requires USAA to enhance monitoring for large cash deposits, especially those from armored car services and linked to businesses with a nexus to the U.S. southwest border or Mexico. It necessitates updating risk assessments for cash-intensive customer types and geographic areas, and integrating this specific bulk cash smuggling typology into investigator training to ensure effective identification and reporting of suspicious activity, consistent with national AML/CFT priorities."
FinCEN Alert Human Smuggling FINAL_508.pdf,FinCEN Alert Human Smuggling FINAL_508.pdf,FIN-2023-ALERT001,Alert,,,"FinCEN Alert FIN-2023-ALERT001 is issued to enhance financial institutions' ability to detect financial activities related to human smuggling along the U.S. southwest border. It provides trends and typologies specific to this illicit activity, building on previous advisories, and reiterates BSA reporting obligations. FinCEN specifically requests institutions reference this alert in SAR field 2 with ""FIN-2023-HUMANSMUGGLING"" and select ""human smuggling"" in Field 38(g).",Human Smuggling | Human Trafficking,,"Include ""FIN-2023-HUMANSMUGGLING"" in SAR field 2 (""Filing Institution Note to FinCEN"") and select ""human smuggling"" in SAR Field 38(g). | Focus on activity involving individuals or organizations suspected of profiting from transporting persons across the U.S. southwest border, particularly those linked to increased migrant flows or origins like Venezuela, Cuba, and Nicaragua, who often rely on guides or smugglers.","This FinCEN alert highlights a critical and escalating financial crime risk directly relevant to a large US retail financial institution like USAA. Given the significant increase in encounters at the SW border, USAA should update its risk assessments to reflect human smuggling as a heightened AML/CFT priority. Monitoring strategies need to be enhanced to identify financial activities potentially connected to SW border smuggling networks. Furthermore, USAA must ensure AML and fraud investigators are trained on the definitions, evolving typologies, and the specific SAR filing instructions (including the unique reference code for Field 2 and selection for Field 38g) provided in this alert to improve detection and reporting effectiveness."
FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,FIN-2023-ALERT003,Alert,,,"FinCEN is alerting financial institutions to a nationwide surge in mail theft-related check fraud schemes, which represents a significant source of illicit proceeds and money laundering. Financial institutions are asked to be vigilant in identifying and reporting this activity, which has seen a dramatic increase in SAR filings in recent years. This alert emphasizes the importance of reporting suspected mail theft-related check fraud using specific SAR filing instructions.",Check Fraud | Money Laundering,,"Reference alert in SAR Field 2 (Filing Institution Note to FinCEN) and the narrative by including the key term “FIN-2023-MAILTHEFT”. | Mark the check box for check fraud (SAR Field 34(d)). | Pay attention to fraudulent negotiation of stolen personal checks, business checks, tax refund checks, and checks related to government assistance programs (e.g., Social Security, unemployment benefits).","This alert is highly relevant for USAA given its large retail customer base, many of whom receive government benefits and use personal checks. The nationwide surge in mail theft-related check fraud, targeting personal and government assistance checks, directly impacts USAA's customers and operations. USAA should prioritize enhancing its monitoring for unusual check deposit activity across all channels (mobile, ATM, branch), particularly concerning government payments. Risk assessments for check fraud and associated money laundering, including the use of money mules and organized criminal groups, need to be reviewed and potentially adjusted upwards. Investigator training should be updated to ensure awareness of these specific typologies and the proper SAR filing procedures outlined by FinCEN."
FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,FIN-2023-ALERT002,Alert,,,"FinCEN is alerting financial institutions to the heightened risk of sanctioned Russian elites and their proxies investing in the U.S. Commercial Real Estate (CRE) sector to evade sanctions. Institutions are urged to remain vigilant in identifying and promptly reporting suspected sanctions evasion activity, leveraging provided red flags and typologies related to CRE transactions.",Sanctions Evasion | Money Laundering,"CRE transactions involving highly complex financing methods and opaque ownership structures. | Use of private companies, institutional investors, trusts, shell companies, pooled investment vehicles, or multiple layers of legal entities as buyers/sellers. | Legal entities involved in CRE transactions domiciled in offshore jurisdictions or having a large number of investors. | Sanctioned Russian elites or their proxies attempting to decrease their percentage of ownership in a CRE investment below CDD thresholds. | Lack of transparency in the CRE market potentially attracting illicit foreign investors.","Reference this alert in SAR field 2 (Filing Institution Note to FinCEN) and the narrative by including the key term: “FIN-2023-RUSSIACRE”. | Pay attention to transactions and investments within the U.S. Commercial Real Estate (CRE) sector, especially when involving sanctioned Russian elites, oligarchs, their family members, or their associated entities.","Even as a large retail financial institution, USAA's wealth management, trust services, or private banking divisions may have clients engaged in U.S. Commercial Real Estate (CRE) investments. This alert necessitates a review of existing Customer Due Diligence (CDD) and beneficial ownership protocols to detect complex structures used by sanctioned individuals. It underscores the need for enhanced monitoring of high-value transactions, especially those involving foreign investors, offshore entities, or clients with identified ties to sanctioned Russian individuals. Training for AML investigators and fraud strategy leaders should be updated to include these CRE-specific vulnerabilities and sanctions evasion typologies, ensuring prompt identification and reporting of suspicious activity."
