article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_families,secondary_fraud_families,specific_schemes_flat,specific_schemes_json,key_red_flags
advis22.pdf,nan,advisory,FinCEN Advisory - Issue 22,07/01/2000,"FinCEN advises U.S. financial institutions to apply enhanced scrutiny to all financial transactions originating in, routed to, or through Niue. This advisory is issued due to concerns about the potential misuse of Niue's financial system for illicit activities. Institutions should particularly scrutinize transactions involving entities organized or domiciled, or persons maintaining accounts, in Niue.",money_laundering | shell_front_companies,,money_laundering: Laundering illicit funds through Niue | shell_front_companies: Misuse of Niue-domiciled entities,"[{""family"": ""money_laundering"", ""label"": ""Laundering illicit funds through Niue"", ""notes"": ""Using Niue's financial system to process or obscure the origin of criminal proceeds.""}, {""family"": ""shell_front_companies"", ""label"": ""Misuse of Niue-domiciled entities"", ""notes"": ""Utilizing companies or legal arrangements formed in Niue to hide beneficial ownership or illicit financial flows.""}]",Financial transactions originating in Niue. | Financial transactions routed to or through Niue. | Financial transactions involving entities organized or domiciled in Niue. | Financial transactions involving persons maintaining accounts in Niue.
advis23.pdf,nan,advisory,FinCEN Advisory - Issue 23,07/01/2000,FinCEN is alerting U.S. financial institutions to significant deficiencies in the Republic of Panama's counter-money laundering systems. This advisory emphasizes the need for increased scrutiny of transactions and banking relationships involving Panama to fulfill suspicious activity reporting obligations. The U.S. Treasury highlights Panama's strategic position and urges vigilance against potential illicit financial flows.,money_laundering,,money_laundering: Cross-border money laundering via Panama,"[{""family"": ""money_laundering"", ""label"": ""Cross-border money laundering via Panama"", ""notes"": ""Exploiting systemic deficiencies in Panama's anti-money laundering controls.""}]","Transactions or banking relationships involving financial institutions located in Panama. | New or existing accounts held by individuals or entities based in, or with significant ties to, Panama. | Unusual or complex transactions originating from, or destined for, Panama without clear economic justification. | Increased volume or value of transactions with Panamanian counterparties."
advis24.pdf,nan,advisory,FinCEN Advisory - Issue 24,07/01/2000,"FinCEN issued this advisory to inform U.S. financial institutions about serious deficiencies in the Republic of the Philippines' counter-money laundering systems. These weaknesses, specifically ambiguous suspicious transaction reporting obligations, necessitate increased scrutiny on transactions and banking relationships involving the Philippines. U.S. financial institutions must exercise heightened vigilance to fulfill their suspicious transaction reporting obligations in light of these risks.",money_laundering,,money_laundering: Laundering through the Philippines | money_laundering: Exploiting weak SAR regime,"[{""family"": ""money_laundering"", ""label"": ""Laundering through the Philippines"", ""notes"": ""Exploiting systemic AML deficiencies in the Republic of the Philippines to move illicit funds.""}, {""family"": ""money_laundering"", ""label"": ""Exploiting weak SAR regime"", ""notes"": ""Utilizing the ambiguous suspicious transaction reporting obligations in the Philippines to obscure illicit financial flows.""}]","Transactions involving financial institutions in the Philippines, particularly those with increased volume or complexity. | New or unexplained banking relationships with entities or individuals connected to the Philippines. | Lack of transparency regarding the ultimate beneficial ownership or source/destination of funds for transactions involving the Philippines. | Transactions involving the Philippines that appear inconsistent with a customer's stated business or historical activity. | Inability to verify the legitimate purpose or economic rationale for funds flowing to or from the Philippines."
advis25.pdf,nan,advisory,FinCEN Advisory - Issue 25,07/01/2000,FinCEN issued this advisory to inform U.S. financial institutions about serious systemic deficiencies within the Russian Federation's counter-money laundering systems. These weaknesses necessitate increased scrutiny of transactions and banking relationships involving Russia. Financial institutions must be aware of their suspicious transaction reporting obligations in light of these heightened risks of money laundering facilitated by Russia's weak AML regime.,money_laundering,,money_laundering: Laundering through Russian channels,"[{""family"": ""money_laundering"", ""label"": ""Laundering through Russian channels"", ""notes"": ""Exploiting systemic weaknesses in Russia's anti-money laundering regime to process illicit funds through financial institutions involving the Russian Federation.""}]","Transactions involving the Russian Federation. | Banking relationships with individuals or entities located in the Russian Federation. | Transactions lacking a clear economic purpose or business rationale, involving parties in or funds originating from/destined for Russia. | Unusual or complex transactions involving Russia that are inconsistent with the customer's profile or typical business activities."
advis26.pdf,nan,advisory,FinCEN Advisory - Issue 26,07/01/2000,"FinCEN Advisory Issue 26 instructs U.S. financial institutions to apply enhanced scrutiny to all financial transactions involving the Federation of St. Kitts and Nevis. This includes transactions originating in, routed through, or linked to entities or individuals with accounts in St. Kitts and Nevis. The advisory signals potential illicit financial flows associated with this jurisdiction, necessitating increased due diligence.",money_laundering,,money_laundering: Jurisdictional Illicit Financial Flows,"[{""family"": ""money_laundering"", ""label"": ""Jurisdictional Illicit Financial Flows"", ""notes"": ""Money laundering involving funds transiting through or originating from St. Kitts and Nevis, indicating a high-risk jurisdiction.""}]",Financial transactions originating in St. Kitts and Nevis. | Financial transactions routed to or through St. Kitts and Nevis. | Financial transactions involving entities organized or domiciled in St. Kitts and Nevis. | Financial transactions involving persons maintaining accounts in St. Kitts and Nevis.
advis27.pdf,nan,advisory,FinCEN Advisory - Issue 27,07/01/2000,"FinCEN Advisory Issue 27 directs U.S. financial institutions to apply enhanced scrutiny to all financial transactions related to St. Vincent and the Grenadines. This directive encompasses transactions originating in, routed through, or involving entities or persons domiciled in or maintaining accounts within St. Vincent and the Grenadines. The advisory indicates that the need for this heightened vigilance is due to concerns detailed further in the full publication.",money_laundering,,money_laundering: Laundering via high-risk jurisdiction,"[{""family"": ""money_laundering"", ""label"": ""Laundering via high-risk jurisdiction"", ""notes"": ""Exploiting the financial system of St. Vincent & The Grenadines to move or hide illicit funds.""}]","Funds transferred to or from St. Vincent and the Grenadines. | Transactions routed through St. Vincent and the Grenadines as an intermediary. | Accounts or transactions involving entities or persons organized, domiciled, or maintaining accounts in St. Vincent and the Grenadines."
advis28.pdf,nan,advisory,FinCEN Advisory - Issue 28,04/01/2002,"FinCEN advises US financial institutions to exercise enhanced scrutiny over all transactions originating in, routed to or through, or involving entities or persons in Burma. This advisory highlights Burma's significant vulnerability to money laundering, particularly drug money laundering, due to its under-regulated financial system and weak anti-money laundering (AML) regime. Systemic issues include the absence of basic AML provisions, limited criminalization of money laundering, and a lack of regulatory requirements for customer identification and transaction record-keeping by Burmese banks.",money_laundering,,money_laundering: Laundering of drug trafficking proceeds | money_laundering: General illicit proceeds laundering,"[{""family"": ""money_laundering"", ""label"": ""Laundering of drug trafficking proceeds"", ""notes"": ""Facilitated by Burma's under-regulated financial system and weak AML regime.""}, {""family"": ""money_laundering"", ""label"": ""General illicit proceeds laundering"", ""notes"": ""Enabled by the lack of basic AML provisions, customer identification requirements, and transaction record-keeping in Burmese banks.""}]",Financial transactions originating in Burma. | Financial transactions routed to or through Burma. | Financial transactions involving entities organized or domiciled in Burma. | Financial transactions involving persons maintaining accounts in Burma. | Transactions involving financial institutions in Burma that are not legally required to obtain or maintain identification information about their customers. | Transactions involving financial institutions in Burma that are not required to maintain transaction records of customer accounts.
advis29.pdf,nan,advisory,FinCEN Advisory - Issue 29,04/01/2002,"This FinCEN Advisory, issued in April 2002, informs U.S. financial institutions about significant deficiencies within Ukraine's anti-money laundering (AML) systems. These weaknesses include the lack of penalties for Ukrainian banks failing to report suspicious transactions and the absence of beneficial ownership identification requirements for non-bank financial institutions. U.S. financial institutions are advised to exercise heightened scrutiny over transactions and banking relationships involving Ukraine due to these systemic vulnerabilities and their suspicious transaction reporting obligations.",money_laundering | shell_front_companies,,money_laundering: Exploiting weak AML enforcement | shell_front_companies: Obfuscating beneficial ownership | money_laundering: Movement of illicit funds through Ukrainian financial system,"[{""family"": ""money_laundering"", ""label"": ""Exploiting weak AML enforcement"", ""notes"": ""Ukrainian banks face no penalties for failing to report large-scale or dubious transactions, creating a permissive environment for illicit fund movement.""}, {""family"": ""shell_front_companies"", ""label"": ""Obfuscating beneficial ownership"", ""notes"": ""Non-bank financial institutions in Ukraine are not required to identify beneficial owners when clients act on behalf of another party, facilitating hidden ownership.""}, {""family"": ""money_laundering"", ""label"": ""Movement of illicit funds through Ukrainian financial system"", ""notes"": ""Systemic AML deficiencies in Ukraine allow for the laundering of proceeds from various illicit activities through its financial institutions.""}]","Transactions involving financial institutions in Ukraine, particularly non-bank financial institutions. | Transactions where the beneficial owner of a Ukrainian counterparty is not clearly identified or appears to be a nominee. | Large or complex transactions originating from or destined for Ukraine that lack a clear economic purpose or legitimate business rationale. | Relationships with Ukrainian entities or individuals where the source of wealth or funds is opaque or unverifiable. | Unexplained increases in transaction volume, value, or frequency with Ukrainian counterparties without corresponding business justification."
advis30.pdf,nan,advisory,FinCEN Advisory - Issue 30,04/01/2002,FinCEN is alerting U.S. financial institutions to serious systemic deficiencies in the counter-money laundering systems of the Arab Republic of Egypt. These deficiencies necessitate increased scrutiny of transactions and banking relationships involving Egypt. Financial institutions are advised to consider these issues when fulfilling their suspicious transaction reporting obligations.,money_laundering,,money_laundering: Exploitation of weak AML regimes,"[{""family"": ""money_laundering"", ""label"": ""Exploitation of weak AML regimes"", ""notes"": ""Illicit financial flows potentially facilitated by serious systemic deficiencies in Egypt's counter-money laundering systems.""}]",Transactions originating from or involving the Arab Republic of Egypt. | Banking relationships with individuals or entities in Egypt. | Jurisdictions identified by FinCEN as having serious systemic deficiencies in their counter-money laundering regimes.
advis31.pdf,nan,advisory,FinCEN Advisory - Issue 31,04/01/2002,"This FinCEN Advisory instructs U.S. financial institutions to apply enhanced scrutiny to all financial transactions originating in, routed through, or involving Grenada, or entities/persons with accounts there. The advisory highlights Grenada's significant offshore financial sector, which includes numerous offshore banks, trust companies, and international business companies. This enhanced scrutiny is advised due to potential risks associated with the misuse of Grenada's financial system for illicit purposes.",money_laundering | shell_front_companies,,money_laundering: Offshore Account Exploitation | shell_front_companies: Obscuring Beneficial Ownership,"[{""family"": ""money_laundering"", ""label"": ""Offshore Account Exploitation"", ""notes"": ""Using offshore bank accounts and entities in Grenada to conceal illicit funds or financial transactions.""}, {""family"": ""shell_front_companies"", ""label"": ""Obscuring Beneficial Ownership"", ""notes"": ""Establishing International Business Companies (IBCs) or other offshore entities in Grenada to hide true ownership and sources of funds.""}]","Transactions originating in, routed to, or through Grenada. | Transactions involving entities organized or domiciled in Grenada. | Transactions involving persons maintaining accounts in Grenada. | Transactions specifically involving Grenada-domiciled offshore banks, trust companies, or International Business Companies (IBCs)."
advis32.pdf,nan,advisory,FinCEN Advisory - Issue 32,04/01/2002,"This FinCEN Advisory (Issue 32, April 2002) warns U.S. financial institutions about serious deficiencies in Nigeria's anti-money laundering (AML) systems. Nigeria is identified as a significant hub for narcotics trafficking and money laundering activity, as well as various financial fraud schemes that frequently involve international wire transfers. The advisory emphasizes the need for heightened scrutiny of transactions and banking relationships involving Nigeria, particularly given the absence of legal penalties in Nigeria for failing to comply with suspicious transaction reporting obligations.",money_laundering,,money_laundering: Laundering Narcotics Proceeds | money_laundering: Laundering Financial Fraud Proceeds,"[{""family"": ""money_laundering"", ""label"": ""Laundering Narcotics Proceeds"", ""notes"": ""Nigeria is identified as a worldwide hub for narcotics trafficking, generating illicit funds that are laundered through financial systems.""}, {""family"": ""money_laundering"", ""label"": ""Laundering Financial Fraud Proceeds"", ""notes"": ""Proceeds from various financial fraud schemes originating from Nigeria, often involving international wire transfers, are being laundered.""}]","Transactions or banking relationships involving the Federal Republic of Nigeria, warranting heightened scrutiny due to systemic AML deficiencies. | International wire transfers of funds involving Nigeria where the purpose is unclear, inconsistent with the customer's profile, or lacks clear legitimate business rationale. | Any activity suspected to be related to narcotics trafficking where Nigeria is involved as an origin or destination. | Suspicious transaction patterns, including attempts to structure transactions or avoid reporting thresholds, in connection with Nigerian entities or individuals."
advis33.pdf,nan,advisory,FinCEN Advisory - Issue 33,03/01/2003,"This FinCEN Advisory aims to inform financial institutions about Informal Value Transfer Systems (IVTS). It highlights the nature of IVTS and their potential use for illicit financial activities. While IVTS can have legitimate purposes, they are frequently exploited to move funds outside traditional financial channels, posing significant risks for money laundering and other financial crimes.",money_laundering,terrorist_financing | sanctions_evasion,money_laundering: Obscuring source of funds | money_laundering: Cross-border illicit transfers | terrorist_financing: Funding terrorist networks | sanctions_evasion: Bypassing sanctions,"[{""family"": ""money_laundering"", ""label"": ""Obscuring source of funds"", ""notes"": ""Using IVTS to move illicit proceeds, making them harder to trace through formal financial channels.""}, {""family"": ""money_laundering"", ""label"": ""Cross-border illicit transfers"", ""notes"": ""Facilitating the international movement of criminal funds outside traditional banking oversight.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding terrorist networks"", ""notes"": ""Utilizing IVTS to provide financial support to terrorist organizations or activities, often across borders.""}, {""family"": ""sanctions_evasion"", ""label"": ""Bypassing sanctions"", ""notes"": ""Moving funds to or from sanctioned jurisdictions, entities, or individuals via IVTS to circumvent restrictions.""}]",
advis34.pdf,nan,advisory,FinCEN Advisory - Issue 34,12/01/2003,"FinCEN is alerting financial institutions to the fraudulent use of counterfeit Canada Post Money Orders (CPMOs) targeting unsuspecting U.S. citizens. Scammers are sending these fake money orders as payment for services or products purchased online, or as part of Nigerian and other fraudulent scams. Victims are then instructed to cash the counterfeit CPMO and send all or part of the proceeds to the scam artists, effectively laundering the illicit funds for the perpetrators.",elder_romance_scam | money_laundering,,elder_romance_scam: Counterfeit Money Order Payment | elder_romance_scam: Overpayment / Advance Fee Scam | elder_romance_scam: Nigerian-Type Scams,"[{""family"": ""elder_romance_scam"", ""label"": ""Counterfeit Money Order Payment"", ""notes"": ""Scammers send fraudulent Canada Post Money Orders as payment for goods or services purchased online.""}, {""family"": ""elder_romance_scam"", ""label"": ""Overpayment / Advance Fee Scam"", ""notes"": ""Victims are instructed to cash a counterfeit money order and remit a portion of the proceeds to the scam artists.""}, {""family"": ""elder_romance_scam"", ""label"": ""Nigerian-Type Scams"", ""notes"": ""Fraudulent CPMOs are used as part of 'Nigerian and other fraudulent scams' targeting U.S. citizens.""}]",Canada Post Money Orders (CPMOs) presented for amounts much larger than $999.99 (usually in the tens of thousands). | CPMOs that do not contain the beaver watermark on the top half. | CPMOs containing fraudulent telephone numbers printed on the backside for verification purposes. | A customer is instructed to cash a CPMO and then send all or part of the proceeds to another party. | A customer receives an unsolicited CPMO or one as payment for online goods/services that appears suspicious.
advisory.pdf,nan,advisory,FinCEN Advisory – Issue 40,12/01/2005,"This FinCEN advisory warns U.S. financial institutions about the Democratic People’s Republic of Korea (North Korea) engaging in illicit activities through government agencies and associated front companies. Following the Section 311 designation of Banco Delta Asia as a primary money laundering concern, North Korea may be seeking new banking services to facilitate these activities. Financial institutions are advised to take reasonable steps to prevent North Korean entities from abusing their services for illicit finance. The goal is to protect the U.S. financial system from being used as a conduit for such illicit operations.",money_laundering | sanctions_evasion,shell_front_companies,money_laundering: Laundering illicit North Korean proceeds | sanctions_evasion: North Korea accessing U.S. financial system | shell_front_companies: Use of front companies by North Korea,"[{""family"": ""money_laundering"", ""label"": ""Laundering illicit North Korean proceeds"", ""notes"": ""North Korean government agencies and front companies seeking to process funds derived from illicit activities through the U.S. financial system.""}, {""family"": ""sanctions_evasion"", ""label"": ""North Korea accessing U.S. financial system"", ""notes"": ""North Korean entities attempting to establish new or exploit existing account relationships to circumvent U.S. sanctions.""}, {""family"": ""shell_front_companies"", ""label"": ""Use of front companies by North Korea"", ""notes"": ""North Korea utilizing associated front companies to obscure beneficial ownership and the true nature of illicit transactions.""}]","Attempts by entities identified as North Korean government agencies or associated front companies to establish new account relationships. | Unusual or unexplained activity in existing accounts, particularly if linked to North Korean entities or jurisdictions known for facilitating North Korean finance. | Transactions involving entities operating on behalf of or appearing to be associated with the Democratic People’s Republic of Korea (North Korea). | Entities seeking to establish banking services in the U.S. after a known financial institution they used was designated under Section 311 for money laundering concerns. | Complex or layered transactions designed to obscure the ultimate beneficiary or origin of funds potentially linked to North Korea."
advissu1.pdf,nan,advisory,FinCEN Advisory - Issue 1,03/01/1996,"This inaugural FinCEN Advisory, published in March 1996, introduces FinCEN's commitment to partnering with the financial community. It emphasizes the importance of sharing information to help financial institutions prevent and detect various financial crimes, particularly money laundering. The advisory also highlights FinCEN's efforts to reduce regulatory burdens and improve the quality of information, citing the redesign of the Currency Transaction Report (CTR) and the simplification of suspicious activity reporting processes.",money_laundering | structuring_smurfing,,money_laundering: General Money Laundering | structuring_smurfing: Structuring to avoid CTRs,"[{""family"": ""money_laundering"", ""label"": ""General Money Laundering"", ""notes"": ""Financial institutions' role in the detection and prevention of money laundering.""}, {""family"": ""structuring_smurfing"", ""label"": ""Structuring to avoid CTRs"", ""notes"": ""Implied by the discussion of redesigning and reducing Currency Transaction Report (CTR) filings.""}]",
advissu3.pdf,nan,advisory,FinCEN Advisory - Issue 3,06/01/1996,"This FinCEN Advisory provides interpretive guidance on the new Bank Secrecy Act (BSA) recordkeeping rules for funds transfers and transmittals of funds, which became effective on May 28, 1996. Issued jointly by FinCEN and the Federal Reserve Board, these rules aim to establish uniform recordkeeping procedures for financial institutions. The primary goal is to aid law enforcement and regulatory authorities in detecting and investigating money laundering and other financial crimes by preserving an information trail concerning senders and receivers of funds. The advisory addresses frequently asked questions regarding these technical rules, but does not cover the contemporaneous ""travel"" rule.",money_laundering,,money_laundering: Layering Illicit Funds via Transfers,"[{""family"": ""money_laundering"", ""label"": ""Layering Illicit Funds via Transfers"", ""notes"": ""Utilizing a series of funds transfers and transmittals to obscure the origin or ownership of illicit proceeds, which the BSA recordkeeping rules aim to make traceable.""}]","Incomplete, vague, or inconsistent information provided for the sender or recipient in funds transfer records. | Attempts by a customer to structure funds transfers or transmittals to avoid generating required records or scrutiny. | Lack of readily available or verifiable identification for parties involved in funds transfers, hindering the creation of an information trail."
advissu4.pdf,nan,advisory,FinCEN Advisory - Issue 4,08/01/1996,"This FinCEN advisory disseminates information on evolving money laundering schemes and methods, drawing from the Financial Action Task Force's (FATF) latest typologies exercise and revised 40 Recommendations. It aims to alert financial institutions to new patterns of activity and techniques used by criminals globally. FinCEN underscores the critical need for collaborative efforts among financial, regulatory, and law enforcement communities to combat these illicit financial activities in an increasingly globalized financial landscape.",money_laundering,,money_laundering: New Money Laundering Methods | money_laundering: Changing Money Laundering Techniques,"[{""family"": ""money_laundering"", ""label"": ""New Money Laundering Methods"", ""notes"": ""References the FATF typologies exercise highlighting new methods and patterns of activities used by criminals.""}, {""family"": ""money_laundering"", ""label"": ""Changing Money Laundering Techniques"", ""notes"": ""Alerts recipients to the variety of techniques and the changing methods being used by money launderers around the world.""}]","Observe new or evolving patterns of financial transactions that deviate from previously identified money laundering typologies. | Identify complex or unusual layering techniques employed in transactions, particularly those designed to obscure the source of funds or beneficial ownership. | Monitor for cross-border financial activity that exhibits characteristics of newly identified international money laundering schemes. | Note transactions or customer behaviors that suggest an adaptation to existing anti-money laundering controls."
advissu6.pdf,nan,advisory,FinCEN Advisory - Issue 6,10/01/1996,"This FinCEN advisory highlights the vulnerability of correspondent banking relationships, particularly those involving Mexican financial institutions, to money laundering. It identifies the misuse of U.S. dollar-denominated Mexican bank drafts as a key tool for facilitating the recycling of illicit funds back into the U.S. economy. Financial institutions are advised to apply enhanced scrutiny to certain transactions involving these instruments and cross-border commerce from the U.S.-Mexican border region.",money_laundering | correspondent_banking,,money_laundering: Misuse of Mexican Bank Drafts | money_laundering: Recycling Criminal Funds | correspondent_banking: Multiple Third-Party Checks by Mexican Businesses,"[{""family"": ""money_laundering"", ""label"": ""Misuse of Mexican Bank Drafts"", ""notes"": ""U.S. dollar-denominated drafts drawn by Mexican banks on their U.S. correspondent accounts are used to facilitate money laundering activities.""}, {""family"": ""money_laundering"", ""label"": ""Recycling Criminal Funds"", ""notes"": ""Illicit funds are smuggled out of the U.S. and re-entered into the U.S. economy via cross-border commerce to obscure their criminal origin.""}, {""family"": ""correspondent_banking"", ""label"": ""Multiple Third-Party Checks by Mexican Businesses"", ""notes"": ""Mexican currency exchange and other businesses presenting multiple third-party checks or drafts endorsed to their order for collection at U.S. banks.""}]",Deposits or presentations for collection of U.S. dollar-denominated bank checks or other drafts drawn by Mexican banks on their dollar accounts in U.S. banks. | Presentation for collection at U.S. banks by Mexican currency exchange and other businesses of multiple third-party checks or drafts endorsed to the order of the business presenting the checks for payment.
advissu7.pdf,nan,advisory,FinCEN Advisory - Issue 7,01/01/1997,"This FinCEN Advisory, Issue 7, addresses frequently asked questions concerning the Bank Secrecy Act's (BSA) ""Travel Rule"" (31 CFR 103.33(g)). The rule requires financial institutions to transmit specific originator and beneficiary information to the next financial institution in certain funds transfers involving multiple entities. This regulation is critical for maintaining transparency in funds movements and combating illicit finance by ensuring that identifying data accompanies transactions.",money_laundering,,money_laundering: Obscuring Originator/Beneficiary Information | money_laundering: Layering via Non-Compliant Institutions,"[{""family"": ""money_laundering"", ""label"": ""Obscuring Originator/Beneficiary Information"", ""notes"": ""Intentionally omitting, falsifying, or providing incomplete required information during funds transmittals to hide the true parties involved in illicit transactions.""}, {""family"": ""money_laundering"", ""label"": ""Layering via Non-Compliant Institutions"", ""notes"": ""Routing illicit funds through multiple financial institutions where one or more entities fail to comply with 'Travel Rule' information sharing requirements, thereby obfuscating the audit trail.""}]","A financial institution (FI) receives a funds transmittal from another FI where the required originator or beneficiary information is missing, incomplete, or appears altered. | An FI fails to transmit the required originator or beneficiary information to the next FI in a multi-institution funds transfer, especially for transactions known to be subject to the 'Travel Rule'. | Customers or counterparties exhibit unusual inquiries or resistance concerning the disclosure of originator or beneficiary details for funds transfers, particularly for transactions subject to the 'Travel Rule'. | Patterns of complex or circuitous routing of funds through multiple financial institutions without an apparent legitimate business purpose, potentially indicating an attempt to bypass information sharing."
advisu9.pdf,nan,advisory,FinCEN Advisory - Issue 9,11/01/1997,"This FinCEN advisory alerts financial institutions to the Colombian Black Market Peso Exchange (BMPE), a large-scale and complex money laundering system. The BMPE is extensively used by Colombian drug cartels to launder the proceeds from narcotics sales. This illicit system significantly affects both U.S. financial institutions and various U.S. businesses, prompting FinCEN to explain its mechanics to aid law enforcement efforts.",money_laundering,,money_laundering: Colombian Black Market Peso Exchange (BMPE),"[{""family"": ""money_laundering"", ""label"": ""Colombian Black Market Peso Exchange (BMPE)"", ""notes"": ""A complex, large-scale money laundering system used by Colombian drug cartels to launder narcotics proceeds.""}]","The provided text excerpts do not contain specific red flags, only a high-level description of the money laundering system."
faqsfinalciprule.pdf,nan,advisory,Interagency Advisory - Issue 39,04/01/2005,"This interagency advisory provides interpretive guidance and frequently asked questions (FAQs) concerning Customer Identification Program (CIP) requirements under Section 326 of the USA PATRIOT Act and 31 C.F.R. § 103.121. It clarifies that banks must develop risk-based procedures to verify customer identities, going beyond minimum requirements to ensure a reasonable belief of knowing each customer. The guidance emphasizes that while CIP is crucial, it is only one component of a bank's broader Bank Secrecy Act/Anti-Money Laundering (BSA/AML) compliance program. It also addresses specific scenarios like identity verification for sole proprietorships and notice requirements for joint accounts.",money_laundering | shell_front_companies | synthetic_identity,,synthetic_identity: Synthetic identity account opening | shell_front_companies: Obscuring beneficial ownership | money_laundering: Illicit fund layering via weak CIP,"[{""family"": ""synthetic_identity"", ""label"": ""Synthetic identity account opening"", ""notes"": ""Creating or using false identity credentials to open accounts due to insufficient customer identification procedures.""}, {""family"": ""shell_front_companies"", ""label"": ""Obscuring beneficial ownership"", ""notes"": ""Using sole proprietorships or other entities without proper identity verification of the controlling individuals.""}, {""family"": ""money_laundering"", ""label"": ""Illicit fund layering via weak CIP"", ""notes"": ""Utilizing accounts opened with inadequate customer identification for layering criminal proceeds through various transactions.""}]","Customer provides only minimum required identifying information and resists further verification procedures. | Inability to obtain adequate documentary or non-documentary verification for a sole proprietorship or other business entity, especially without required certificates. | Discrepancies or inconsistencies in identifying information provided by a customer during the account opening process. | One accountholder for a joint account provides information for others, but the identities of all owners are not adequately verified. | Lack of typical identity documents or alternative verification methods for the stated customer type or entity. | Customer exhibits reluctance or provides evasive answers when asked for additional information to establish identity or control over an account."
fin-2008-a002.pdf,FIN-2008-A002,advisory,FinCEN Advisory – FIN-2008-A002,03/20/2008,"FinCEN Advisory FIN-2008-A002 warns financial institutions about the ongoing money laundering threats associated with illicit Iranian activity. It highlights Iran's significant deficiencies in its anti-money laundering and combating the financing of terrorism (AML/CFT) regime, as noted by the FATF. The advisory emphasizes that the Government of Iran uses state-owned banks and deceptive practices to disguise its involvement in proliferation financing and terrorist activities, often seeking to evade detection by removing bank names from transactions and providing services to UN-designated entities. Financial institutions are urged to exercise vigilance in light of UN Security Council Resolution 1803 and applicable sanctions.",sanctions_evasion | terrorist_financing | proliferation_financing,,sanctions_evasion: Obscuring Iranian bank identity | sanctions_evasion: Servicing UN-designated entities | proliferation_financing: Financing prohibited proliferation activities | terrorist_financing: Financing terrorist activities,"[{""family"": ""sanctions_evasion"", ""label"": ""Obscuring Iranian bank identity"", ""notes"": ""Iranian banks request their names be removed from global transactions to prevent identification by intermediary financial institutions.""}, {""family"": ""sanctions_evasion"", ""label"": ""Servicing UN-designated entities"", ""notes"": ""Providing financial services to Iranian entities designated by UN Security Council Resolutions (e.g., 1737, 1747) for proliferation activities.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing prohibited proliferation activities"", ""notes"": ""The Government of Iran uses state-owned banks and deceptive practices to disguise its involvement in proliferation-related activities.""}, {""family"": ""terrorist_financing"", ""label"": ""Financing terrorist activities"", ""notes"": ""The Government of Iran uses state-owned banks and deceptive practices to disguise its involvement in terrorist activities.""}]","Transactions involving banks domiciled in Iran, their branches, or subsidiaries abroad. | Requests by Iranian financial institutions (e.g., Central Bank of Iran, commercial banks) to remove their names from global transactions. | Transactions with Iranian entities designated by UN Security Council Resolutions (e.g., 1737, 1747). | Difficulty in determining the true parties or originators in a transaction involving Iranian activity. | Transactions potentially linked to entities involved in nuclear proliferation or terrorist activities."
fin-2008-a003.pdf,FIN-2008-A003,advisory,FinCEN Advisory – FIN-2008-A003,03/20/2008,"FinCEN is advising U.S. financial institutions about significant anti-money laundering and combating the financing of terrorism (AML/CFT) deficiencies in the Turkish Cypriot administered area of Cyprus. The advisory highlights a two-tiered banking system there, especially unsupervised offshore banks, and references a FATF statement on the heightened risks. Financial institutions are reminded to apply enhanced due diligence to correspondent accounts maintained for foreign institutions in the region and report any suspicious activity.",money_laundering | terrorist_financing | correspondent_banking,,money_laundering: Exploiting weak AML/CFT regimes | money_laundering: Circumventing direct scrutiny via third countries | terrorist_financing: Funding terrorism through lax oversight | correspondent_banking: Insufficient due diligence on foreign accounts,"[{""family"": ""money_laundering"", ""label"": ""Exploiting weak AML/CFT regimes"", ""notes"": ""Leveraging the deficient anti-money laundering framework in the Turkish Cypriot administered area, particularly its offshore banking sector.""}, {""family"": ""money_laundering"", ""label"": ""Circumventing direct scrutiny via third countries"", ""notes"": ""Using third-country based financial institutions to process SWIFT transfers for banks in the Turkish Cypriot administered area to avoid direct scrutiny.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding terrorism through lax oversight"", ""notes"": ""Exploiting the identified deficiencies in AML/CFT controls in the Turkish Cypriot administered area to finance terrorist activities.""}, {""family"": ""correspondent_banking"", ""label"": ""Insufficient due diligence on foreign accounts"", ""notes"": ""Failure to apply appropriate, specific, risk-based, and enhanced due diligence to correspondent accounts for foreign financial institutions in the area.""}]","Transactions involving financial institutions located in the Turkish Cypriot administered area of Cyprus. | Transactions involving offshore banks within the Turkish Cypriot administered area, due to their documented lack of supervision. | The use of third-country based financial institutions to facilitate SWIFT wire transfers for banks in the Turkish Cypriot administered area. | Lack of appropriate, specific, risk-based, or enhanced due diligence applied to correspondent accounts maintained for foreign financial institutions in this region. | Any transaction or activity where there is a suspicion of funds being derived from illegal activity, or involvement in other suspicious activities, linked to the Turkish Cypriot administered area."
